iterations	rmse
1	1.1477564238847358
2	1.0455367003765759
3	0.9542025723826596
4	0.8730070038262134
5	0.800789874385071
6	0.735414484130976
7	0.6772586053394827
8	0.6253402096616815
9	0.5795052473382762
10	0.5383964233410319
11	0.503145891267632
12	0.47095475758820754
13	0.44133551343298544
14	0.4159268136218907
15	0.3926894235565635
16	0.37264509306621796
17	0.3542097596505526
18	0.338214029921475
19	0.32381715750633566
20	0.3098633943942037
21	0.298778841487773
22	0.28813184465717717
23	0.27949099023011537
24	0.270691180751249
25	0.2631068120817209
26	0.2549026529233459
27	0.24797213167924473
28	0.24142272415678517
29	0.2354967734735924
30	0.23086929841939652
31	0.22639734032083697
32	0.221777328683002
33	0.2172317349814979
34	0.2132424940182362
35	0.21025401568936375
36	0.20692817631704197
37	0.2029740893599432
38	0.1998002500088056
39	0.19644197719515244
40	0.1941054415598038
41	0.1915772100824653
42	0.189338034707228
43	0.1869314673323942
44	0.18448041581755786
45	0.18238699260516314
46	0.17936830042530127
47	0.17705229267697195
48	0.1753026324812161
49	0.17348991497138191
50	0.17096811192196273
51	0.16929120715452217
52	0.16765029847316973
53	0.16622606384454047
54	0.16500336719722877
55	0.16355431401613502
56	0.16124136432511
57	0.159219776170984
58	0.15706298958914927
59	0.1556399206415096
60	0.15433041792023686
61	0.15314177345578628
62	0.15217953987756647
63	0.150369515513157
64	0.14935547119772988
65	0.14852039269115355
66	0.14757339036456005
67	0.1458903533354622
68	0.1447120067036411
69	0.14359237913763295
70	0.14286736146285653
71	0.14150898815065188
72	0.14089891028871712
73	0.1400520578226873
74	0.1390547365659268
75	0.13823607822287737
76	0.13775826086441798
77	0.1371041667905949
78	0.13672065744691514
79	0.13628350120724453
80	0.13571864502786257
81	0.13535041062283792
82	0.13387526466448196
83	0.1330547689708748
84	0.13170062568940172
85	0.13088566741214958
86	0.13057373593145938
87	0.1289833812654408
88	0.1278161348767354
89	0.12693367960067548
90	0.12653613324312393
91	0.12586606476331477
92	0.12495245677245838
93	0.1246884318714262
94	0.12433990812988154
95	0.1242039620423175
96	0.1231407424983487
97	0.12185031111454792
98	0.12079787907036818
99	0.12047894263010517
100	0.11971057920181802
101	0.11925724464341017
102	0.11876996726919904
103	0.1184134499646696
104	0.11790260121083153
105	0.11742481710440572
106	0.11665468185138042
107	0.11584474857492322
108	0.11551147205762842
109	0.11522962608915205
110	0.11463360067226898
111	0.11446309345123504
112	0.11429103422352602
113	0.11420824631069257
114	0.11362239180957827
115	0.1123554480701436
116	0.1118111271150842
117	0.1115976868574497
118	0.110444854978634
119	0.11031307566019793
120	0.10941961496561892
121	0.109248546716063
122	0.10899026324675475
123	0.10878160319701559
124	0.1086365493629773
125	0.10779880647804639
126	0.10722442236011179
127	0.10701295800056057
128	0.10683387302679116
129	0.1062813613059522
130	0.10536552114469867
131	0.10454661590545772
132	0.10362316994776134
133	0.10312755901735865
134	0.10302757529842331
135	0.1028346938575551
136	0.10271037080014861
137	0.10224258296563271
138	0.10156341390837839
139	0.10142140588621613
140	0.10086519052571918
141	0.10023359097675268
142	0.09921333380705825
143	0.09909478056934691
144	0.09861293247423934
145	0.09826264111310337
146	0.0972407045440861
147	0.09710978859340974
148	0.09659514919697526
149	0.09650809004238688
150	0.09639440003650537
151	0.09559119921689646
152	0.09551812227481563
153	0.09540397520829874
154	0.09495518554779135
155	0.09486393302136928
156	0.09479645348961979
157	0.09426059757400279
158	0.09383085223793729
159	0.09344336902804146
160	0.09299757046879613
161	0.09248023389321776
162	0.09221468969407051
163	0.09205372657311114
164	0.09173974256170228
165	0.09158789179921865
166	0.09120713082904415
167	0.09105271501471256
168	0.09037100581224103
169	0.08984261172728447
170	0.08978261152683009
171	0.08964248088329708
172	0.08936858207213537
173	0.0891571630085092
174	0.08874085616083374
175	0.08863835836276918
176	0.08850466721183864
177	0.08809117869903811
178	0.08801421441761842
179	0.08767911867950334
180	0.0874954311459476
181	0.08743777836529175
182	0.08733179822363259
183	0.08698281829847479
184	0.08689418647534924
185	0.08682160590437582
186	0.0866641856467985
187	0.0865994311268859
188	0.08655669022595569
189	0.08648392641604001
190	0.08618972270228295
191	0.08573457675180086
192	0.0853084342906495
193	0.08481234961425071
194	0.08475801725005806
195	0.08471448426366023
196	0.08408622396530789
197	0.08365816385261417
198	0.08355060455366173
199	0.08308877135785174
200	0.08283505570458233
201	0.08263755752298954
202	0.08235588806339822
203	0.08231184638333702
204	0.0821897872883695
205	0.08193569978982326
206	0.08184133131880166
207	0.08155237873417383
208	0.081420119147487
209	0.0813064438139243
210	0.0812416711275609
211	0.08119356767875568
212	0.08098148989820148
213	0.08086735002395605
214	0.08057486615061589
215	0.08054578570371738
216	0.08048065343164729
217	0.08042079910739472
218	0.08022709556855108
219	0.08018856695418108
220	0.07984576882959886
221	0.07969041985724866
222	0.0795118495878966
223	0.07934990452580401
224	0.07904168759688386
225	0.07881141263120256
226	0.07857933467633173
227	0.07838848263707315
228	0.07833361931079834
229	0.07815173234849265
230	0.07803181727496498
231	0.07790698372930932
232	0.07724635888019322
233	0.07671441959770467
234	0.07667566840564834
235	0.07646542987736522
236	0.07636726738129214
237	0.07575291700298581
238	0.07557218667286092
239	0.07547609061393508
240	0.07543431852382354
241	0.07541742994831838
242	0.07537391428454311
243	0.0753337669471009
244	0.07520600007635815
245	0.07505304332609192
246	0.07497784457258375
247	0.07462315073923673
248	0.07461185335591257
249	0.07458016913908715
250	0.07447550028141424
251	0.07444697179640328
252	0.07440290808055827
253	0.07417603881496289
254	0.0740856968691065
255	0.07404739407027348
256	0.07386457904507517
257	0.07378602621033342
258	0.07373550184412478
259	0.07346605665456013
260	0.0734514018979358
261	0.07342346085962131
262	0.07333710268162445
263	0.0733217144472735
264	0.07324190052406362
265	0.07293215645016458
266	0.07281795733429561
267	0.0727901252269376
268	0.07277056950065741
269	0.07270456828214614
270	0.07235876724948063
271	0.07224405671190287
272	0.07204013151795058
273	0.07200747050066002
274	0.07198045629814931
275	0.07184838034313781
276	0.07170505698973945
277	0.07168142362175661
278	0.07159299112481113
279	0.0715650746879742
280	0.07142633580699902
281	0.07140514130776097
282	0.07116499645106104
283	0.07113858323726334
284	0.07104734297544624
285	0.07101898190425121
286	0.07100650244277287
287	0.0709880595845618
288	0.07091668127850098
289	0.0707645595806222
290	0.07069400001554613
291	0.07061061078765273
292	0.07055680514687411
293	0.07041987784481431
294	0.07039592695027268
295	0.07032233928992535
296	0.07027994247850863
297	0.07026347571635745
298	0.07017528146031372
299	0.070061248143978
300	0.0700120450370235
301	0.06999665894442768
302	0.06997968262900182
303	0.06993951768613375
304	0.06972615985176936
305	0.06955870423292092
306	0.06954575389197634
307	0.06934055495551096
308	0.06929352848650233
309	0.06927471553256596
310	0.06925590485136132
311	0.06899856053137304
312	0.0689900621985602
313	0.06897851234842274
314	0.06893923561604393
315	0.06877706438429881
316	0.0687677304068512
317	0.06870699824032739
318	0.06869753023952353
319	0.06855549453641385
320	0.06853569017739301
321	0.06845706954697939
322	0.06827121119447467
323	0.06819185866735612
324	0.06810496475409894
325	0.06798538603861476
326	0.0678878229493018
327	0.0678809713301343
328	0.06777013998647366
329	0.06774509129683234
330	0.06772422297673283
331	0.06759934104777839
332	0.06754604119322216
333	0.06754341292612871
334	0.067527031169607
335	0.06750382810418125
336	0.0674129550567793
337	0.06734827660137971
338	0.06729163079545611
339	0.06728351106811026
340	0.06722736104643702
341	0.06720289599413404
342	0.06715718608967843
343	0.0671238425535824
344	0.06709331924466928
345	0.06702433989153128
346	0.06698044156795824
347	0.06693344086538984
348	0.06680142138254222
349	0.06678399444613728
350	0.06675841340811112
351	0.06675633172242607
352	0.06667318107928909
353	0.06666619559721218
354	0.06664272617684608
355	0.06662843826694838
356	0.06656935081277301
357	0.06655824852470286
358	0.06654888948799112
359	0.0664384699081844
360	0.0664359713889945
361	0.06637953803991156
362	0.06629337402385556
363	0.06612221863892413
364	0.06606778674122803
365	0.06604028516232226
366	0.06598106386608804
367	0.06596851043418868
368	0.0659214160243318
369	0.06583541811527178
370	0.06579285553768002
371	0.06565766998357937
372	0.06563659433410005
373	0.06563070882467543
374	0.06559229169803567
375	0.06557752053872365
376	0.06556882967776331
377	0.06554090384951426
378	0.06548864932508287
379	0.06545681658512569
380	0.06545023064580406
381	0.06534954565341976
382	0.06534145338070368
383	0.06533127926542916
384	0.06532538936721553
385	0.065309047709864
386	0.06529991350804974
387	0.06525037988555861
388	0.06524270097207527
389	0.0652370259347315
390	0.06523143035087357
391	0.06520397658180888
392	0.06519691414352607
393	0.06513407901410975
394	0.06510795533036176
395	0.06505509551477948
396	0.06505213041291937
397	0.06504310407610997
398	0.0650096889425763
399	0.06496035296451974
400	0.06493465704201078
401	0.06490671887937739
402	0.0648985995284638
403	0.06487166099393513
404	0.06483897378226532
405	0.06480014309799141
406	0.06479868467077934
407	0.0647561710611817
408	0.06475154853052122
409	0.06472390863010549
410	0.06471528849989845
411	0.06467863422133154
412	0.0646363816868406
413	0.06456014341033396
414	0.06452695209695718
415	0.06449767805915074
416	0.06449082543470122
417	0.06447954664792441
418	0.0644754870904947
419	0.06443223385515252
420	0.06440848617861952
421	0.06438437941770185
422	0.06437870386052014
423	0.06435857165170765
424	0.06433614294820439
425	0.06430146344343841
426	0.06429487157008121
427	0.06425310612465804
428	0.0642319461837165
429	0.0641984167811376
430	0.06419284490187471
431	0.06418805347378802
432	0.06417905417372509
433	0.06417577488991191
434	0.06415694952970397
435	0.06412986794205455
436	0.06412601727338788
437	0.06408783192343122
438	0.06408285770447252
439	0.06408124484843326
440	0.06407745620157673
441	0.06407297805287836
442	0.06407113494899257
443	0.0640349912094774
444	0.06400738141880871
445	0.06400382587766464
446	0.06399851348422592
447	0.0639954600727088
448	0.06395685705050458
449	0.06393657602841053
450	0.0639353234937714
451	0.06391460903344649
452	0.06389426058616145
453	0.0638724148133842
454	0.06385489348871894
455	0.06383180274754395
456	0.06380794667044438
457	0.06377799249503173
458	0.06376483374693839
459	0.0637299326702924
460	0.06364985515261651
461	0.06362236416278934
462	0.06359777675240796
463	0.0635740274019068
464	0.06356823853992495
465	0.06355516552722307
466	0.0635409853961379
467	0.06350972186608195
468	0.06348140657283362
469	0.0634118666065955
470	0.06339609446141606
471	0.06338696181495983
472	0.06336810445993966
473	0.06335313640298805
474	0.06334569646564966
475	0.06333953507546758
476	0.06332816579869743
477	0.06330905185164505
478	0.06328762851266365
479	0.06321139341071084
480	0.06320778684680822
481	0.06320411586728758
482	0.06318655043053766
483	0.06314101118950356
484	0.06312083934019422
485	0.06311729350360842
486	0.06311110720910369
487	0.06310511197395667
488	0.06308896007315362
489	0.06308678400919304
490	0.06308192314611644
491	0.0630659368898743
492	0.06306162816132867
493	0.06304757294349662
494	0.06304293531373724
495	0.06303936899844732
496	0.06303150465006489
497	0.06301504570133329
498	0.0630071342314135
499	0.06299430727639299
500	0.06297743431120502
